supplier_id,dependency,geographic,reliability,substitutability,revenue_weighted,propagation
60,-82.23676983597632,5673.11352857279,23204.805379696732,-1961.4957492893682,-2080908.593851176,-2470.5657279008215
61,-49.96976416187155,-7018.851482370636,1504.6154787493233,62.46266795288831,-1391856.5598499717,75.82210893722554
62,-57.01116159270909,-9065.062537796346,5428.136906677903,19.32657028846657,726961.8128111087,-13704.98799216852
63,346.1934183118776,-5141.095473157552,1682.8205279554447,254.13106106266616,-1849884.3658533143,-1540.7388671288295
64,-43.13113172681046,-7664.025708666167,2563.9393440985064,58.315045984995216,595390.3694000847,5018.218837520772
65,-48.79975499146326,-2789.803214561526,3449.5040474554307,259.89392165019683,-1825227.1315719797,-531.2109264100051
66,-38.25804277416919,-10155.65205929099,-6341.827113554116,19.741009667396227,1426067.1576269413,1812.5063737720582
67,-48.11642001608538,-2694.1986063125337,-471.82837950817645,31.35442554059884,-1610604.7199343021,-3371.9222818302655
68,-32.05110960696531,-3475.651099517208,-3731.9375577107835,18.22981306821223,1476922.6352666048,-2869.5504078643985
69,-31.642288868270683,-6980.791214876385,2111.795941782391,51.982110858582324,-530077.834665704,1529.3033261175074
70,-47.12172099831219,-1676.637981630342,-3569.1206209681836,-35.59690371553504,-1239902.5456528887,-5434.586217068548
71,-27.508293059126427,-2230.0824168224694,6146.017843915575,160.7573553752336,-882064.3537567513,2238.0052102578625
72,-48.996534066772156,-2278.676358894878,-75.62690693124443,23.59260077267818,-1197943.6047392334,-658.4897588475674
73,-41.93258746894314,-6371.132248160422,-81.28161148196261,60.90537777740816,-1381620.5295673865,2246.3788362902774
74,-63.158420451005476,2523.544358302269,-2993.6200250875177,10.045640748560707,-1471975.4646590878,-5734.4306626434745
75,-36.476907752693414,-377.83820622419967,556.2064322506305,93.08645907356026,-418388.57206771494,1769.3440138963801
76,-48.199513745488645,3868.693774410381,3737.749604241098,56.361450283844334,-1198273.5409252013,-3459.8403233881263
77,-75.17784270808119,12816.675879708047,23884.819987978346,40.90948877679591,-2138561.5430587716,-449.52388697925085
78,-26.41301006559658,6514.627551407505,5097.538392155575,-89.8517411558253,-289987.7605314533,554.9035221468863
79,-46.21114866313871,-6043.346675016349,-7858.050767451088,18.22981306821223,806209.469125273,7521.950396074889
80,-73.324498562295,-2729.4764384172217,-524.2027419161394,258.85846406467937,-1881406.1579594538,-2823.7772372265654
81,1631.2105828671997,-4387.498225709765,-4241.934985279304,-124.32398519275921,-164977.37811746067,-4457.9034906092
82,-40.16265089951125,-4175.506962815302,825.0695492702728,51.982110858582324,-622144.736226706,-171.66553458287245
83,1943.733680306219,-5143.4724433672445,2484.0271094753543,-167.9091358198721,-1655573.02079171,-982.3565932343716
84,-111.96295056206934,-5157.216010465101,1161.6982333146236,254.13106106266616,-1813826.7443430193,-2842.210579115631
85,-46.95302035864087,-7566.081790163872,629.5166154737653,25.180395894766928,411062.23827146937,-1861.8612023742958
86,-47.24572614070886,-5844.043808464344,-2839.2493309631177,20.07254277829378,-1309473.8039798639,-5590.183582062758
87,1576.2953642045277,-4741.352028948043,-533.9514324786021,-94.30430579570566,-1105554.8150692224,-5847.829531084063
88,-38.28834834803055,-1916.6540733445554,3943.077314493328,25.98012178445716,745294.5912710406,6159.353722188458
89,62.10705664642952,-2693.034422548811,441.1643806199129,-27.389157654999448,-203163.9827793466,-2549.4890046268674
90,-29.95812845080605,-2400.921306967705,-10980.889739533957,30.825549098615287,104585.20102939621,5432.988841658093
91,-25.32277722722097,74511.69351112253,8195.7049704295,31.879382118802614,2057765.6366854776,-2128.040857645856
92,-44.53154005990501,-4936.683514586884,2307.19875310548,25.347537955827775,-1031455.5205243491,1841.7978329303014
93,-49.56446373390717,4760.442846136129,4921.973024282649,21.47996079353627,1457623.8384495976,655.375546499684
94,-21.2427819720884,-74304.20779452902,548.6893513788791,17.61154779829653,3005787.3559115725,151.97482233465746
95,-74.1250020845241,3504.3225886873024,2324.4640659492934,-124.61110879309089,-1068242.5174641206,-7472.555589145886
96,-40.55282743320207,3214.491902517383,1724.3579959055714,16.284752865621627,-868439.6460350904,375.8278887536675
97,-73.8035713802342,-2677.766201670216,-3141.7065107469507,232.36705587978804,-1892781.9249652366,-1143.8804968285901
98,-38.86430503758226,-4627.361931476212,-1901.8861608806496,27.112962443646012,-974052.9268533215,416.14941542485576
99,-31.3681908788295,-3588.4172035247652,3063.1018314220614,23.824825304968048,-979556.3005722155,3056.030032526473
100,-33.970153487847526,2048.409111616889,1164.02486369257,48.01294905743493,-1540266.818339939,-1001.4312533048667
